npsn,nama_sekolah,alamat,kelurahan,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telp_sekolah,akreditasi,tipe_sekolah,koordinat
20105539,SDN Tanjung Duren Selatan 01 Pg.,Jl. Tanjung Duren Timur V/26,Tanjung Duren Selatan,Grogol Petamburan,583,28.0,"Drs. MULYADI, MM",021 56958934,A,SD,"-6.18133, 106.785156"
20105581,SDN Tomang 01 Pg.,Jl. Mandala Utara Raya No. 1,Tomang,Grogol Petamburan,471,21.0,"IKA SEPTIAWATI, S. Pd., M.M.",021 56960015,A,SD,"-6.172914, 106.797531"
20105241,SDN Jelambar Baru 09 Pg.,Jl. Sukajaya I,Jelambar Baru,Grogol Petamburan,255,14.0,"MULYANTO,S.Pd",021 56961454,A,SD,"-6.15357, 106.79081"
20105215,SDN Grogol 11 Pg.,Jl. Rawa Bahagia I/ 30,Grogol,Grogol Petamburan,101,13.0,"Hj. Indarti, S.Pd",021 56962638,A,SD,"-6.164212, 106.798096"
20105230,SDN Jelambar 08 Pg.,Jl. Hadiah No. 11-13,Jelambar,Grogol Petamburan,409,19.0,"Dormauli Aisyah LR, S.Pd. MM",021 56962730,A,SD,"-6.16379, 106.78418"
20101949,SDN Jelambar 06 Pg.,Jl. Kavling Polri Blok D.XIII,Jelambar,Grogol Petamburan,357,18.0,"ENI SELA RACHMANI, S.Pd",021 56966313,A,SD,"-6.158849, 106.784111"
20105542,SDN Tanjung Duren Selatan 05 Pg.,Jl. Tanjung Duren Dalam IV/25,Tanjung Duren Selatan,Grogol Petamburan,464,23.0,"ENCEP AGUS GUNAWAN, S.Pd",021 56969820,B,SD,"-6.18133, 106.785156"
20100552,SDN Karet Tengsin 21 Pg.,Jl. Masjid I,Karet Tengsin,Tanah Abang,260,16.0,YAYAH SHOFIYAH,021 57853714,A,SD,"-6.123821, 106.485245"
20104580,SDN Karet Tengsin 01 Pg.,Jl. Karet Pasar Baru Tim. 3,Karet Tengsin,Tanah Abang,148,9.0,Jojor Pasaribu,021 57939138,A,SD,"-6.201973, 106.816696"
20101413,SDN Rawa Buaya 02 Pg.,Jl. Al-Barkah I,Rawa Buaya,Cengkareng,229,15.0,"SUYATMI, S. Pd",021 58350705,B,SD,"-6.165129, 106.728157"
20101414,SDN Rawa Buaya 01 Pg.,Jl. Bojong Raya,Rawa Buaya,Cengkareng,288,14.0,"Aris Setyoningsih, S.Pd",021 58357385,A,SD,"-6.166259, 106.735924"
20105256,SDN Joglo 07 Pt.,Jl. Komp. DKI Rt. 002/ 08,Joglo,Kembangan,348,16.0,"RISTAHAPSATI MUSFA SADISA, S.Pd.MM",021 58900713,A,SD,"-6.221521, 106.732094"
20105506,SDN Srengseng 01 Pg.,Jl. Raya Srengseng,Srengseng,Kembangan,464,27.0,"Lyes Nursiyati, S.Pd",021 58900740,A,SD,"-6.214897, 106.759682"
20105509,SDN Srengseng 04 Pg.,Jl. Raya Srengseng No. 24A,Srengseng,Kembangan,419,18.0,"Hj. ROSNANI, S.Pd.,MM",021 58900746,A,SD,"-6.214897, 106.759682"
20101449,SDN Meruya Utara 11 Pt.,Jl. Meruya Selatan,Meruya Utara,Kembangan,223,14.0,"Untung Setiady, S.Ag",021 58900763,B,SD,"-6.20428, 106.738029"
20105416,SDN Meruya Utara 07 Pg.,Jl. Sanggrahan Komple SMA 112 Kec.Kembangan,Meruya Utara,Kembangan,196,12.0,"Eulis Rukmini, S.Pd",021 58904827,A,SD,"-6.194491, 106.756668"
20101373,SDN Meruya Utara 05 Pg.,Jl. Meruya Utara,Meruya Utara,Kembangan,566,29.0,"Hj. ULFAH NURHAYATI,S.Pd,MM",021 58906470,A,SD,"-6.195873, 106.729759"
20105508,SDN Srengseng 03 Pg.,Jl.Perumahan Taman Kebon Jeruk,Srengseng,Kembangan,253,14.0,"Suwandi, S.Ag M.PdB",021 58907760,B,SD,"-6.202671, 106.756248"
20105307,SDN Keagungan 06 Pt.,Jl. Kerajinan No. 44,Keagungan,Taman Sari,240,10.0,"Sri Suparmi, S.Pd",021 63851049,B,SD,"-6.15406, 106.81321"
20104517,SDN Duri Pulo 03 Pg.,Jl. Setiakawan III/ 25,Duri Pulo,Gambir,193,10.0,"MARTINA SIDEBANG, S.Pd",021 63854624,A,SD,"-6.162181, 106.801468"
20105648,SDS Damai,Jl. Duri Selatan V No. 29,Duri Selatan,Tambora,224,16.0,"FX. Sriwidodo Ananto, S. Pd",021 63855240,A,SD,"-6.159041, 106.804726"
20102096,SDN Duri Utara 06 Pt.,Jl. Duri Utara I No. 1,Duri Utara,Tambora,207,10.0,"HANIFAH SRININGSIH, S.Pd",021 63858974,A,SD,"-6.15406, 106.803894"
20104521,SDN Duri Pulo 07 Pg.,Jl. KH. Zainul Arifin No. 71,Duri Pulo,Gambir,304,18.0,RAHMIYATI,021 63867937,A,SD,"-6.160702, 106.815529"
20104518,SDN Duri Pulo 04 Pg.,Jl. Setiakawan III/ 25,Duri Pulo,Gambir,235,9.0,"Wiwin Winarti, S.Pd",021 63869017,A,SD,"-6.162245, 106.801491"
20102003,SDN Keagungan 02 Pt.,Jl. Kerajinan No. 44,Keagungan,Taman Sari,217,9.0,"Suwarno, S.Pd., MM",021 63869420,B,SD,"-6.15406, 106.81321"
20104663,SDN Petojo Utara 01 Pg.,Jl. Petojo Selatan I/ 27,Petojo Utara,Gambir,150,12.0,"ROSITA ARITONANG, S.Pd.",021 63871641,A,SD,"-6.168321, 106.811546"
20101033,SDN Pademangan Barat 03 Pg.,Jl. Hidup Baru I No. 101,Pademangan Barat,Pademangan,334,14.0,"Hj. Dewi Komariah, M.Si",021 64712273,A,SD,"-6.138974, 106.83551"
20101035,SDN Pademangan Barat 05 Pg.,Jl. Satria 12 C,Pademangan Barat,Pademangan,177,9.0,"TEMU RAHAYU, S.Pd",021 64715207,A,SD,"-6.137169, 106.837212"
20104996,SDS Bangun,Jl. Lanji No. 2,Papanggo,Tanjung Priok,103,5.0,Florida Keliat,021 65835692,B,SD,"-6.137397, 106.842857"
20109484,SDS Bintang Pancasila,jl.Muara Baru Ujung,Penjaringan,Penjaringan,0,11.0,Drs.Subur Saryuki,021 66693759,Tidak Terakreditasi,SD,"-6.108979, 106.801765"
20109105,SDN Jelambar Baru 03 Pg.,Jl. Jelambar Selatan XVI,Jelambar Baru,Grogol Petamburan,409,20.0,"JOKO SUNARKO,S.Pd,MM",021 70607530,A,SD,"-6.08, 106.470001"
20105862,SDN Cipete Utara 09 Pg.,Jl. Kirai Ujung No.1,Cipete Utara,Kebayoran Baru,177,10.0,"Reti Roswati, S.Pd",021 72798740,A,SD,"-6.258598, 106.803253"
20121015,SDIT Ar Rahman,JL.PALEM I NO 45A,Petukangan Utara,Pesanggrahan,313,21.0,NENENG FARIDAH,021 73692704,A,SD,"-6.228327, 106.75441"
20106161,SDN Pondok Pinang 02 Pt.,Jl. Pondok Pinang Raya No. 19,Pondok Pinang,Kebayoran Lama,272,13.0,"Hj. SUTARNI, S.Pd, MM",021 75915263,A,SD,"-6.26976, 106.774841"
NP323555,SD Islam An Nash,Jl. Poltangan Raya No.9-10,Pejaten Timur,Pasar Minggu,147,15.0,ALI FAISAL,021 78836366,Tidak Terakreditasi,SD,"-6.277197, 106.840088"
NP649295,SD Islam Terpadu Alkiyan,Jl. Lenteng Agung Raya No.33,Kebagusan,Pasar Minggu,101,10.0,SYARIF ILYAS,021 78847906,Tidak Terakreditasi,SD,"-6.314396, 106.835846"
20103045,SDIT Al Biruni,Jl. Raya Lenteng Agung No. 43,Lenteng Agung,Jagakarsa,256,14.0,ACHMAD ALI RIDHO,021 78849234,A,SD,"-6.31691, 106.840073"
20112518,SDIT Al-Uswah,Jl. Raya Srengseng Sawah No. 21,Srengseng Sawah,Jagakarsa,373,36.0,MULKI MUSTOPA,021 78892036,Tidak Terakreditasi,SD,"-6.346896, 106.822357"
20105936,SDN Jagakarsa 08 Pg.,Jl. Sirsak Gang Anggrek No. 14,Jagakarsa,Jagakarsa,294,14.0,"MARDIYAH, S.Pd",021 78893647,A,SD,"-6.335034, 106.817619"
20106099,SDN Pejaten Timur 11 Pg.,Jl. Pagujaten,Pejaten Timur,Pasar Minggu,389,28.0,MARSONO S.Ag,021 79195111,A,SD,"-6.16, 106.5"
20104199,SDN Pinang Ranti 07 Pg.,Jl. Pinang Ranti II,Pinang Ranti,Makasar,286,15.0,"SURYATI, S.Pd",021 80881269,A,SD,"-6.28771, 106.880859"
20104130,SDN Kebon Pala 07 Pg.,Jl. Permata Gg. Sami,Kebon Pala,Makasar,315,15.0,"EVAWATI ORIZA,S.Pd",021 80884929,A,SD,"-6.254203, 106.875237"
20104128,SDN Kebon Pala 09 Pg.,Jl. Permata Gg. Sami,Kebon Pala,Makasar,241,18.0,SRI WIDATI,021 80889964,A,SD,"-6.25403, 106.87571"
20106060,SDN Menteng Atas 21 Pg.,Jl. Menteng Pulo Ujung,Menteng Atas,Setia Budi,276,13.0,"Christina Sulistyawati,S.Pd",021 83703382,A,SD,"-6.221657, 106.837891"
20106041,SDN Manggarai 06 Pt.,Jl. Swadaya I,Manggarai,T e b e t,162,7.0,"Hj. Neneng Sukatmi, S.Pd",021 83785079,B,SD,"-6.215562, 106.848206"
20112418,SDIT Daarul Qur'an Tebet,Jl. Palbatu 1 No. 21,Menteng Dalam,T e b e t,191,21.0,"AHSIT SANTOSO, S. Psi",021 83787837,A,SD,"-6.225361, 106.84594"
20103019,SDN Guntur 08 Pg.,Jl. Sumbing No. 30,Guntur,Setia Budi,178,10.0,"SUTRISNO, S.Pd, MM",021 83790213,B,SD,"-6.206588, 106.836899"
20106063,SDN Menteng Dalam 05 Pg.,Jl. Prof. Soepomo SH,Menteng Dalam,T e b e t,262,11.0,"H. Purwoto, S.Pd.I",021 83790404,A,SD,"-6.239169, 106.843971"
20109914,SD Islam An Najah,Jl. SMA 64,Cipayung,Cipayung,176,8.0,Ramdhani rahmat,021 84302039,B,SD,"-6.331129, 106.88932"
20109543,SDIT Hidayatullah,Jl. Cilangkap Baru No. 99,Cipayung,Cipayung,280,22.0,"ANITA MARFIANTI, M.Pd",021 84310595,A,SD,"-6.348468, 106.903954"
20108393,SDN Cipinang Besar Selatan 01 Pg.,Jl. IPN Cipinang Besar Selatan,Cipinang Besar Selatan,Jatinegara,234,11.0,"Siti Kamsiati, S.Pd",021 85902342,A,SD,"-6.228733, 106.878006"
20103415,SDN Utan Kayu Selatan 25 Pg.,Jl. Galur Sari Timur,Utan Kayu Selatan,Matraman,229,11.0,"UMI PERTIWI,.S.Pd",021 85904121,A,SD,"-6.199887, 106.868858"
20103439,SDN Utan Kayu Selatan 17 Pg.,Jl. Kayu Manis Timur No. 19,Utan Kayu Selatan,Matraman,274,18.0,Roslina Sinambela S.Pd,021 85904342,A,SD,"-6.203011, 106.8647"
20108401,SDN Cipinang Besar Selatan 04 Pg.,Jl. Cipinang Jaya II/ 1,Cipinang Besar Selatan,Jatinegara,344,13.0,"Sri Kusyatini Fransisca, SPd M",021 85907901,A,SD,"-6.2184, 106.8862"
20108382,SDN Utan Kayu Selatan 05,Jl. Kramat Asem Raya No.64,Utan Kayu Selatan,Matraman,409,18.0,"SONTIAR MANURUNG, S.Pd.",021 85908824,A,SD,"-6.203397, 106.869278"
69753975,SDS Indonesia Persada Gemilang,Jl. Utan Kayu No. 20,Utan Kayu Utara,Matraman,55,12.0,"Nurul Auliya, M.Pd",021 85912730,A,SD,"-6.193855, 106.86441"
20110034,SDIT Harapan Ummat,Jl. Kesatrian X Rt. 014/003,Kebon Manggis,Matraman,186,31.0,"Suliyanto,S.Pd.I",021 85915135,A,SD,"-6.208111, 106.8526"
20108597,SDN Malaka Jaya 01 Pg.,Jl. Bunga Rampai Raya,Malaka Jaya,Duren Sawit,598,26.0,"Sri Hardiany, S.Pd, M.Si",021 86600905,A,SD,"-6.1633, 106.735001"
20177884,SDIT Arrahmah Jakarta,Jln Duren Sawit Barat II No.2 Blok F Komplek PTB,Klender,Duren Sawit,433,38.0,"Badrotin,S.Pd",021 86611883,Tidak Terakreditasi,SD,"-6.219401, 106.912422"
20109108,SDS Jakarta Islamic School,Jl. Manunggal I No.17,Cipinang Melayu,Makasar,1224,35.0,NANA NURDIANA,021 86612154,A,SD,"-6.249006, 106.919327"
69929378,SDIT Cahaya Ilmu,Jl. H. Naman No. 44,Pondok Kelapa,Duren Sawit,99,9.0,NUR'AINI,021 86906360,Tidak Terakreditasi,SD,"-6.245005, 106.941101"
69940639,SDIT Al Falah,Jl. Komplek Pemda DKI Blok M,Pondok Kelapa,Duren Sawit,20,7.0,H. Sujangi,021 86908050,Tidak Terakreditasi,SD,"-6.240434, 106.938789"
20104352,SDN Ciracas 10,Jl. Raya Ciracas,Ciracas,Ciracas,671,28.0,"Abdullah Fitri, S.Pd",021 87707514,A,SD,"-6.327165, 106.877541"
20104193,SDN Lubang Buaya 12 Pg.,Jl. Albaidho II,Lubang Buaya,Cipayung,335,16.0,"Hj. Cucu Jamilah Faikoh, M.MPd",021 87786235,A,SD,"-6.2972, 106.901802"
20103461,SDN Susukan 02 Pg.,Jl. Makmur IV Rt. 009/ 02,Susukan,Ciracas,395,17.0,"IDA FARIDAH, S.Pd.MM",021 87790842,A,SD,"-6.310665, 106.865448"
20103362,SDN Rambutan 01 Pg.,Jl. H. M. Sabar No. 49,Rambutan,Ciracas,419,18.0,"Hj. Rodiah, S.Pd",021 87794336,A,SD,"-6.295443, 106.874237"
20109104,SDN Pinang Ranti 01,Jl. Taman Mini Pintu II,Pinang Ranti,Makasar,496,21.0,JAMATUN,021 87799373,A,SD,"-6.293159, 106.88829"
20105014,SDS Darusalam,Jl. Kalibaru Barat Rt.005/010 No.2,Kalibaru,Cilincing,175,6.0,Abdul Gapar S.Pd.I,021 92442364,B,SD,"-6.16786, 106.848892"
20100352,SDS Merpati,Jl. Batutulis XIII/ 18,Kebon Kelapa,Gambir,60,8.0,Sri Murni,021 94556264,B,SD,"-6.16483, 106.822212"
20105731,SDS Murtini,Jl. Kramat Jalan Dalam No. 4 Tanah Sereal XVII,Tanah Sareal,Tambora,132,6.0,TAN LIE PIN,021 94593503,A,SD,"-6.15213, 106.810318"
20105658,SDS Fajrul Islam,Jl. Tanjung Pura III,Pegadungan,Kalideres,242,15.0,"Harningsih,S.Pd",021 95819445,B,SD,"-6.130628, 106.696373"
20109116,SDS Bina Siswa,Jl. Raya Pulo Gebang,Pulo Gebang,Cakung,0,7.0,Nunung Marzukoh S.Pd,021 97574188,B,SD,"-6.196969, 106.956284"
20112515,SD Muhammadiyah 09 Plus,JL SMAN-71 NO. 18,Duren Sawit,Duren Sawit,163,22.0,"Syamsiah, S.Pd",021 97959514,A,SD,"-6.143, 106.542397"
20105082,SDS Padindi,Jl. Papanggo ll / D No. 70,Papanggo,Tanjung Priok,354,13.0,"SUGIYANTO, A.Ma.Pd",021 98254241,B,SD,"-6.127887, 106.878777"
NP319132,SDIT Citra Sahabat,Jl. M. Kahfi II Gg. Masjid An-Nur No.80,Srengseng Sawah,Jagakarsa,169,18.0,DEWI QUARTININGSIH,021 99778641,Tidak Terakreditasi,SD,"-6.346468, 106.8153"
20109141,SDS Nurul Islam,"Jl. Swadaya IV, Pulojahe No.72b",Jatinegara,Cakung,121,9.0,"NABIL, S.S, M.Ag",0811 1891115,B,SD,"-6.19788, 106.924217"
20105792,SDS Tunas Harapan,Jl. Komp. Bank BNI 46 Pesing,Wijaya Kusuma,Grogol Petamburan,137,13.0,APRIYATIN SUPRININGSIH,0813 8570979,A,SD,"-6.155419, 106.771828"
20104750,SDS Karmel,Jl. Taruna IX/1,Serdang,Kemayoran,0,6.0,Yusak Yatono,0815 8790879,B,SD,"-6.156599, 106.859871"
20106142,SDN Petukangan Utara 07 Pg.,Jl. Palem Raya,Petukangan Utara,Pesanggrahan,329,18.0,"Hj. ELIZA ZAINUDDIN, S.Pd.",021 5853420,A,SD,"-6.224732, 106.758087"
20100501,SDN Petamburan 03 Pg.,Jl. Petamburan IV,Petamburan,Tanah Abang,581,24.0,"Drs. SYAMSUDDIN, S.Pd",0812 12569765,A,SD,"-6.196267, 106.807785"
20104469,SDN Pulau Panggang 02 Pg.,Pulau Panggang Rt. 003/05,Pulau Panggang,Kepulauan Seribu Utara,220,15.0,"Hj. HENI BANJAR, S.Pd",0812 85095833,A,SD,"-5.74748, 106.613914"
NP418775,SDS Izzatus Sunnah,Jl. Mundu I Blok N Kav. No 9,Jati,Pulo Gadung,87,11.0,Syafirin,0812 86163513,Tidak Terakreditasi,SD,"-6.190352, 106.901489"
20105408,SDN Meruya Selatan 06 Pg.,Jl. Lap. Jabeg Mega Kebon Jeruk No. 112,Meruya Selatan,Kembangan,374,20.0,"MUINAH, S. Pd. SD",0812 86558731,A,SD,"-6.213109, 106.74128"
20104840,SDS Alwathoniyah 43,Jl. Rorotan I Nomor:10,Rorotan,Cilincing,444,18.0,Hayatin,0812 93778023,A,SD,"-6.158027, 106.953148"
20112477,SDIT AL Karimah,Jln. Kelurahan V,Duren Sawit,Duren Sawit,63,7.0,"Umi Hani, SH.",0813 15394786,Tidak Terakreditasi,SD,"-6.23, 106.915001"
20105727,SDS Muhammadiyah 25,Jl. Kesederhanaan Dalam No. 66,Keagungan,Taman Sari,68,8.0,H M SULTON AR,0813 15939407,B,SD,"-6.149888, 106.812393"
20105017,SDS Dewi Sartika,Jl. Manunggal VII No. 18,Kalibaru,Cilincing,199,11.0,PARMAN,0813 16665385,B,SD,"-6.106429, 106.91774"
20105080,SDS Nurul Yaqin,Jl. Budi Mulia no.60,Pademangan Barat,Pademangan,99,8.0,Siti Nurasiah,0813 85239055,B,SD,"-6.134929, 106.834267"
20105720,SDS MKGR,Jl. Raya Kebonjeruk No.1,Kebon Jeruk,Kebon Jeruk,202,13.0,Mariati,0815 84081105,A,SD,"-6.20491, 106.775726"
20104982,SDS Al-Ikhwan,Jl. Karang Kendal No. 21,Marunda,Cilincing,186,10.0,Darto,0822 11710830,B,SD,"-6.11623, 106.957397"
20105073,SDS Nurul Farhah,"Jl. Raya Logistik, Kp. Batu Tumbuh",Tugu Selatan,K o j a,202,10.0,Siti Khodijah S.PdI,0852 18885648,B,SD,"-6.133379, 106.914047"
20105010,SDS Cokroaminoto,Jl. Warakas lV Gg. 18 No. 35,Warakas,Tanjung Priok,113,8.0,Ujang Rustandi,0853 12358533,B,SD,"-6.12302, 106.873718"
20105716,SDS Laksa Bakti,Jl. Laksa III No. 60 A,Jembatan Lima,Tambora,123,10.0,M.RUSDI,0856 94065194,Tidak Terakreditasi,SD,"-6.143728, 106.805489"
20105575,SDN Tegal Alur 16 Pt.,Jl. Sekolah,Tegal Alur,Kalideres,266,14.0,"H. Jamhari, S.Pd.",0857 19925774,B,SD,"-6.123552, 106.714973"
20105689,SDS Islam Terpadu Yasiru,Jl. Pahlawan 3 No.46,Sukabumi Selatan,Kebon Jeruk,208,18.0,"Agus Solehudin,S.Ag, S.Pd.I",0857 72837377,A,SD,"-6.220442, 106.767921"
20105013,SDS Darul Falah,Jl. RE. Matadinata Gg. Bak Air,Tanjung Priok,Tanjung Priok,96,8.0,"H. Abdul Rokib, S.Ag.",0877 80033950,B,SD,"-6.116919, 106.871872"
20109497,SD Nationalhigh Jakarta School,Jl. Raya Pos Pengumben No.41,Srengseng,Kembangan,345,17.0,"M. Rizki Reza, S.Ag.",021 58902962,A,SD,"-6.216, 106.764"
20112427,SDS St. Joseph School,Jl. Gajah Mada No. 174 Jakarta Barat,Keagungan,Taman Sari,31,12.0,DONATUS DAHUR,021 63875003,A,SD,"-6.085733, 106.485664"
NP345555,SDS Pelita Harapan,Jl. Pluit Indah Raya,Pluit,Penjaringan,141,14.0,Alex Tho,021 66670315,Tidak Terakreditasi,SD,"-6.116173, 106.789673"
20101437,SDN Pekojan 04 Pt.,Jl. Mesjid Pekojan No 161-163,Pekojan,Tambora,184,6.0,"Sugiarti, S.Pd",021 6919206,B,SD,"-6.137478, 106.802483"
20104959,SDN Tugu Utara 08 Pt.,Jl. Turi No. 3,Tugu Utara,K o j a,322,13.0,"Hotmaida,M.Pd",021 4360454,B,SD,"-6.127527, 106.9104"
20105795,SDS Tunas Pembangunan,Jl. Sawah Lio II No. 67,Jembatan Lima,Tambora,87,5.0,LAUW SIOK ENG,021 6337440,Tidak Terakreditasi,SD,"-6.146787, 106.804688"
20101921,SDN Jembatan Besi 04 Pt.,Jl. Jembatan Besi IX No. 31,Jembatan Besi,Tambora,267,11.0,"ENDAH ANDAYANI, S.Pd",021 63859969,A,SD,"-6.152465, 106.798019"
20105690,SDS 'JOY',Jl. Jembatan Item No. 2-9-11,Pekojan,Tambora,48,9.0,"MEGAWATI ALEX, S.Pd","021 6914307, 021 6915646",B,SD,"-6.140976, 106.801048"
69786278,SDS Pah Tsung,Jl. Komplek City Park Blok A-4,Cengkareng Timur,Cengkareng,435,47.0,"Nuning Febriyanti, S. Pd.",021 9260135,Tidak Terakreditasi,SD,"-6.13606, 106.737694"
20106102,SDN Pejaten Timur 15 Pg.,Jalan Siaga Dharma VIII No. 19,Pejaten Timur,Pasar Minggu,136,11.0,Dra. Wahidarni,021 - 7989733,A,SD,"-6.269554, 106.847961"
20105043,SDS Kasih Ananda,Jl. Raya Pengangsaan Dua No.3,Pegangsaan Dua,Kelapa Gading,415,23.0,"Nurhayati, S. Pd",021 . 4603005,A,SD,"-6.169206, 106.917564"
20104788,SDS Muslimin,Jl. Kramat Raya No. 11,Kramat,S e n e n,168,10.0,"Kurnia Nur Yanti, S.Pd",021 3106848,B,SD,"-6.184825, 106.844505"
20100466,SDN Kramat 05 Pg.,Jl. Kembang Sepatu No. 61,Kramat,S e n e n,171,8.0,Roni Sutanto,021 3152647,A,SD,"-6.179254, 106.845581"
20104780,SDS Miranti,Jl. Taman Amir Hamzah No. 24,Pegangsaan,Menteng,30,6.0,ITA ROSITA,021 31900847,C,SD,"-6.204795, 106.849976"
20100536,SDN Kenari 04 Pt.,Jl. Kramat IV No. 25,Kenari,S e n e n,121,8.0,SITI KHOMARIAH,"021 31907230, 021 21392227",B,SD,"-6.186136, 106.842613"
20104648,SDN Paseban 01 Pg.,Jl. Kramat Sawah VI,Paseban,S e n e n,186,12.0,"EEM SUKAEMI, S.Pd",021 31927584,A,SD,"-6.189097, 106.8526"
20104755,SDS Kepodang,Jl. Tmn Sunda Kelapa No.16A,Menteng,Menteng,11,6.0,"SUFIYAH, S.Pd",021 31935135,A,SD,"-6.201047, 106.831543"
20104605,SDN Kebon Kosong 18 Pg.,Jl. Ketapang Baru III,Kebon Kosong,Kemayoran,165,12.0,"Nia Encas Cahyaniati, S.Pd,MM",021 4223332,A,SD,"-6.16206, 106.850746"
20104698,SDN Tanah Tinggi 02 Pt.,Jl. Tanah Tinggi I Gg. II,Tanah Tinggi,Johar Baru,110,11.0,"Tiur Saida Sirait, S.Pd",021 4269147,A,SD,"-6.176355, 106.846458"
20104687,SDN Sumur Batu 01 Pg.,"Jl. Sumur Batu Raya, Gang CC, No. 40",Sumur Batu,Kemayoran,326,15.0,"Dra. SRI RIYANTINI, MM",021 42800074,A,SD,"-6.1598, 106.866997"
20105133,SDS Yapensori,Jl. Maja No. 53 A,Lagoa,K o j a,206,12.0,"HERDIANA, S.Psi",021 43905274,B,SD,"-6.115129, 106.903427"
20105125,SDS Tunas Karya III,Jl. Kelapa Hibrida VII,Pegangsaan Dua,Kelapa Gading,18,9.0,Dra. Tina Atmadja,021 4500690,B,SD,"-6.145623, 106.911507"
20105024,SDS Don Bosco I,Jl. Raya Boulevard Timur,Pegangsaan Dua,Kelapa Gading,317,13.0,"Antonius Pama Leyn, S.Pd,",021 4528507,A,SD,"-6.14212, 106.910934"
20109039,SDS Mahatma Gading,Komp. Villa Gading Indah Blok D,Kelapa Gading Barat,Kelapa Gading,261,22.0,"Elisabeth Utik Annawati, S.Pd",021 45843634,A,SD,"-6.16133, 106.89431"
20109268,SDN Palmerah 09 Pg.,Jl. Palmerah Barat No. 45,Palmerah,Palmerah,407,17.0,"HUSNIDAR, S.Pd",021 536 54206,A,SD,"-6.207812, 106.788246"
20105916,SDN Grogol Utara 13 Pg.,Jl. Kemandoran VIII,Grogol Utara,Kebayoran Lama,218,12.0,"RASIMAN, S. Pd, M.M",021 5361930,A,SD,"-6.212474, 106.7864"
20102020,SDN Kapuk 15 Pg.,Jl. Kapuk AMD,Kapuk,Cengkareng,591,22.0,"Hj. Sri Suningsih, S.Pd",021 54394468,A,SD,"-6.13084, 106.741577"
20105172,SDN Cengkareng Timur 09 Pg.,Jl. Fajar Baru Utara No.41,Cengkareng Timur,Cengkareng,313,16.0,"Hj. SITI SUMARNI, S.Pd",021 54396865,A,SD,"-6.14457, 106.731415"
20105163,SDN Cengkareng Barat 19 Pg.,Jl. Rawa Bengkel Rt.04/07,Cengkareng Barat,Cengkareng,317,14.0,"Dra. Sumiharti, M.Si",021 5446062,A,SD,"-6.141465, 106.725822"
20105159,SDN Cengkareng Barat 15 Pg.,Jl. Flamboyan Jaya VIII Rt.002/010,Cengkareng Barat,Cengkareng,374,14.0,"BETY HERAWATY. ZA, S.Pd",021 5556150,A,SD,"-6.128624, 106.723946"
20105192,SDN Duri Kepa 13 Pg.,Jl. Villa Tomang Mas Rt.02/010,Duri Kepa,Kebon Jeruk,0,33.0,"Rusna Simarmata, S.Pd.SD",021 5633413,B,SD,"-6.177172, 106.77037"
20105384,SDN Kota Bambu 03 Pg.,Jl. K.S. Tubun I No. 14,Kota Bambu Selatan,Palmerah,625,27.0,"ELLY SURYANA, S.Pd",021 56958243,A,SD,"-6.188209, 106.808159"
20105406,SDN Meruya Selatan 04 Pg.,Jl. H. Saaba,Meruya Selatan,Kembangan,359,31.0,"PURWARINI MADYANINGSIH, S.Pd,",021 58900755,A,SD,"-6.211218, 106.725937"
20105668,SDS Harvard,Jl. P. Tubagus Angke No. 33,Angke,Tambora,89,15.0,Asmawi Zaenal,021 6302294,A,SD,"-6.142891, 106.795929"
20105099,SDS Santo Paulus St.,Jl. Danau Agung No. 13,Sunter Agung,Tanjung Priok,472,24.0,"Stevanus Sukimin, S.Pd",021 6459107,A,SD,"-6.146489, 106.863335"
20105019,SDS Dharma Khalsa,Jln. Pademangan lV Gg.12 No. 21,Pademangan Timur,Pademangan,81,6.0,LEMERIA SITORUS,021 64710060,B,SD,"-6.138379, 106.839897"
69726767,SDS Kinderfield,Jalan Bisma Raya Blok A No 57,Tanjung Priok,Tanjung Priok,106,17.0,Sri Rejeki Samosir S.Psi,021 6530 5120,A,SD,"-6.136539, 106.872841"
20104771,SDS Mahatma Gandhi (Kemayoran),Jl. Tabing Blok B16 No.3 Gunung Sahari Utara,Gunung Sahari Utara,Sawah Besar,207,21.0,Dra. A. Nonie Oley. MM,021 6542241,A,SD,"-6.151045, 106.839447"
20105635,SDS Budi,Jl. Jembatan Besi II No. 44,Jembatan Besi,Tambora,123,8.0,Roossje Widjaja,021 6593674,A,SD,"-6.150059, 106.796776"
20100659,SDN Pejagalan 03,Jl. Raya Teluk Gong No. 160,Pejagalan,Penjaringan,559,22.0,"Sri Supriyati, S.Pd",021 66697374,A,SD,"-6.138332, 106.777267"
20105604,SDS Al-Huriah,Jl. Tiang Bendera II No.120 AA,Roa Malaka,Tambora,133,8.0,"SUDIYO, SH",021 6906064,Tidak Terakreditasi,SD,"-6.13219, 106.808136"
20106291,SDS Kristen Ora Et Labora,Jalan Panglima Polim I Blok N.1,Melawai,Kebayoran Baru,101,14.0,"Dra. Susiaty Natalina, M.PdK.",021 7261145,A,SD,"-6.247419, 106.798134"
